Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,New_Volume(L),Material Name,Points
12/5/2023,A,ERW_AUTN2021110008,Retails,Nakhon Ratchasima,145644,6468,"Mobil Super All-In-One Protection 0W-20, 4x3.5L.",25872
6/6/2023,A,ERW_AUTN2021110008,Retails,Nakhon Ratchasima,145644,2436,"Mobil Super All-In-One Protection 0W-20, 4x3.5L.",9744
25/3/2023,C,ERW_C08P2020090001,Retails,Kamphaeng Phet,144373,10920,"Mobil Delvac MX 10W-30, 4X6+1L.",21840
10/8/2023,C,ERW_C08P2020090019,Retails,Kamphaeng Phet,145497,13804,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",27608
17/1/2023,C,ERW_C08P2020090019,Retails,Kamphaeng Phet,143160,9940,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",19880
6/2/2023,C,ERW_C08P2020090019,Retails,Kamphaeng Phet,143160,9128,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",18256
19/8/2023,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,143877,4172,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",4172
18/11/2023,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,143877,1064,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",1064
26/1/2023,C,ERW_C08P2020090029,Retails,Kamphaeng Phet,143628,9716,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",9716
25/5/2023,C,ERW_C08P2020090029,Retails,Kamphaeng Phet,143628,3892,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",3892
30/3/2023,C,ERW_C08P2020090046,Retails,Nakhon Sawan,143877,8764,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8764
30/3/2023,C,ERW_C08P2020090049,Retails,Nakhon Sawan,145474,4676,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",9352
11/4/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143877,8652,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8652
18/1/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143877,10080,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10080
5/10/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143877,5768,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",5768
6/5/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143877,13160,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",13160
18/2/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,144373,12908,"Mobil Delvac MX 10W-30, 4X6+1L.",25816
10/2/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143877,4228,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",4228
9/6/2023,C,ERW_C08P2020090071,Retails,Phitsanulok,143877,9744,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9744
9/2/2023,C,ERW_C08P2020090071,Retails,Phitsanulok,143877,7588,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7588
10/4/2023,C,ERW_C08P2020090073,Retails,Phitsanulok,143629,12572,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",25144
28/9/2023,C,ERW_C08P2020090076,Retails,Phitsanulok,145472,4312,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",8624
28/9/2023,C,ERW_C08P2020090076,Retails,Phitsanulok,145497,2436,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",4872
20/3/2023,C,ERW_C08P2020090077,Retails,Phitsanulok,143877,10248,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10248
22/8/2023,C,ERW_C08P2020090092,Retails,Phetchabun,145497,6440,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",12880
10/12/2023,C,ERW_C08P2020090092,Retails,Phetchabun,145497,11312,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",22624
8/9/2023,C,ERW_C08P2020090094,Retails,Phetchabun,145474,8064,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",16128
22/9/2023,C,ERW_C08P2020090094,Retails,Phetchabun,145497,10388,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",20776
2/11/2023,C,ERW_C08P2020090094,Retails,Phetchabun,145497,2800,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",5600
16/3/2023,C,ERW_C08P2020090109,Retails,Sukhothai,144373,2128,"Mobil Delvac MX 10W-30, 4X6+1L.",4256
19/8/2023,C,ERW_C08P2020090110,Retails,Sukhothai,145577,56,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",112
27/1/2023,C,ERW_C08P2020090112,Retails,Sukhothai,142931,3024,"Mobil Delvac MX 15W-40, 4X6+1L.",6048
27/1/2023,C,ERW_C08P2020090112,Retails,Sukhothai,143628,13412,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",13412
7/2/2023,C,ERW_C08P2020090112,Retails,Sukhothai,142931,3780,"Mobil Delvac MX 15W-40, 4X6+1L.",7560
7/2/2023,C,ERW_C08P2020090112,Retails,Sukhothai,143628,5180,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",5180
10/4/2023,C,ERW_C08P2020090112,Retails,Sukhothai,143628,1232,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",1232
4/5/2023,C,ERW_C08P2020090112,Retails,Sukhothai,143628,10892,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",10892
19/6/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,9100,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",18200
19/6/2023,C,ERW_C08P2020090112,Retails,Sukhothai,143628,7868,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",7868
21/7/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,6188,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",12376
29/7/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,1232,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",2464
29/7/2023,C,ERW_C08P2020090112,Retails,Sukhothai,143628,3724,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",3724
28/8/2023,C,ERW_C08P2020090112,Retails,Sukhothai,143628,2100,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",2100
8/9/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,10164,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",20328
16/3/2023,C,ERW_C08P2020090117,Retails,Sukhothai,143160,5012,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",10024
5/7/2023,C,ERW_C08P2020090117,Retails,Sukhothai,145497,224,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",448
16/5/2023,C,ERW_C08P2020090117,Retails,Sukhothai,143629,13328,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",26656
21/10/2023,C,ERW_C08P2020090117,Retails,Sukhothai,145577,6160,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",12320
5/7/2023,C,ERW_C08P2020090117,Retails,Sukhothai,145577,3276,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",6552
21/10/2023,C,ERW_C08P2020090117,Retails,Sukhothai,145497,6804,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",13608
22/9/2023,C,ERW_C08P2020090118,Retails,Uttaradit,143628,2100,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",2100
20/9/2023,C,ERW_C08P2020090118,Retails,Uttaradit,145474,9800,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",19600
8/11/2023,C,ERW_C08P2020090127,Reseller,Phrae,145644,13608,"Mobil Super All-In-One Protection 0W-20, 4x3.5L.",54432
11/3/2023,C,ERW_C08P2020090135,Retails,Lampang,143877,5544,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",5544
11/3/2023,C,ERW_C08P2020090135,Retails,Lampang,143629,7392,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",14784
30/11/2023,C,ERW_C08P2020090135,Retails,Lampang,145472,2016,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",4032
2/3/2023,C,ERW_C08P2020090138,Retails,Lamphun,143877,13272,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",13272
2/3/2023,C,ERW_C08P2020090138,Retails,Lamphun,144373,9212,"Mobil Delvac MX 10W-30, 4X6+1L.",18424
3/10/2023,C,ERW_C08P2020090142,Retails,Chiang Mai,143877,10052,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10052
4/8/2023,C,ERW_C08P2020090142,Retails,Chiang Mai,145577,2828,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",5656
4/10/2023,C,ERW_C08P2020090142,Retails,Chiang Mai,143877,13020,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",13020
21/11/2023,C,ERW_C08P2020090148,Retails,Chiang Mai,145575,5012,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",5012
3/5/2023,C,ERW_C08P2020090170,Retails,Chiang Rai,143877,9772,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9772
7/2/2023,C,ERW_C08P2020090172,Retails,Chiang Rai,144373,2520,"Mobil Delvac MX 10W-30, 4X6+1L.",5040
17/2/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,143877,11592,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",11592
31/3/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,143877,4480,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",4480
12/1/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,143877,2548,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",2548
26/4/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,143877,9072,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9072
25/10/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,143877,1596,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",1596
14/9/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,143877,4088,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",4088
24/7/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,143877,5908,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",5908
10/2/2023,C,ERW_C08P2020090180,Retails,Phrae,143160,2688,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",5376
14/8/2023,C,ERW_C08P2020090180,Retails,Phrae,145497,12796,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",25592
24/11/2023,C,ERW_C08P2020090180,Retails,Phrae,145497,11424,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",22848
15/6/2023,C,ERW_C08P2020090197,Retails,Chon Buri,143629,7084,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",14168
24/3/2023,C,ERW_C08P2020090202,Retails,Phrae,143160,11396,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",22792
24/3/2023,C,ERW_C08P2020090202,Retails,Phrae,142931,4620,"Mobil Delvac MX 15W-40, 4X6+1L.",9240
12/9/2023,C,ERW_C08P2020090202,Retails,Phrae,145497,13440,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",26880
2/5/2023,C,ERW_C08P2020090202,Retails,Phrae,145497,11480,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",22960
24/10/2023,C,ERW_C08P2020090202,Retails,Phrae,145497,672,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",1344
13/2/2023,C,ERW_C08P2020090202,Retails,Phrae,143160,10640,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",21280
3/8/2023,C,ERW_C08P2020090202,Retails,Phrae,145497,11200,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",22400
24/11/2023,C,ERW_C08P2020090202,Retails,Phrae,145474,4648,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",9296
23/1/2023,C,ERW_C08P2020090202,Retails,Phrae,143160,2520,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",5040
22/5/2023,C,ERW_C08P2020090202,Retails,Phrae,145497,7896,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",15792
15/7/2023,C,ERW_C08P2020090208,Retails,Kamphaeng Phet,143877,8428,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8428
23/5/2023,C,ERW_C08P2020090209,Retails,Kamphaeng Phet,144373,8484,"Mobil Delvac MX 10W-30, 4X6+1L.",16968
24/7/2023,C,ERW_C08P2020090215,Reseller,Nakhon Sawan,145644,3640,"Mobil Super All-In-One Protection 0W-20, 4x3.5L.",14560
14/9/2023,C,ERW_C08P2020090225,Retails,Phetchabun,145497,11900,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",23800
26/9/2023,C,ERW_C08P2020090212,Retails,Nakhon Sawan,145497,10024,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",20048
3/8/2023,C,ERW_C08P2020090212,Retails,Nakhon Sawan,145577,5264,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",10528
17/5/2023,C,ERW_C08P2020090212,Retails,Nakhon Sawan,145474,10192,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",20384
6/1/2023,C,ERW_C08P2020090212,Retails,Nakhon Sawan,142931,8456,"Mobil Delvac MX 15W-40, 4X6+1L.",16912
1/11/2023,C,ERW_C08P2020090212,Retails,Nakhon Sawan,145474,6048,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",12096
18/1/2023,C,ERW_C08P2020090212,Retails,Nakhon Sawan,143629,4508,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",9016
10/7/2023,C,ERW_C9H62020120016,Retails,Chiang Mai,145497,12292,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",24584
21/1/2023,C,ERW_C9H62020120019,Retails,Chiang Mai,143628,7924,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",7924
25/12/2023,C,ERW_CA6L2021110001,Retails,Phichit,145472,1764,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",3528
12/1/2023,C,ERW_CA6L2021110001,Retails,Phichit,143629,3584,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",7168
25/12/2023,C,ERW_CA6L2021110001,Retails,Phichit,145474,2716,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",5432
25/12/2023,C,ERW_CA6L2021110001,Retails,Phichit,145497,7756,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",15512
24/11/2023,C,ERW_CA6L2021110001,Retails,Phichit,145577,10416,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",20832
7/7/2023,C,ERW_CA6L2021110001,Retails,Phichit,145577,4592,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",9184
26/5/2023,C,ERW_CEGN2022040005,Retails,Lamphun,145474,2828,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",5656
14/2/2023,C,ERW_CEGN2022040005,Retails,Lamphun,143877,8372,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8372
13/7/2023,C,ERW_CEGN2022040005,Retails,Lamphun,143877,11732,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",11732
26/5/2023,C,ERW_CEGN2022040005,Retails,Lamphun,143877,1288,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",1288
26/5/2023,C,ERW_CFNC2023070001,Retails,Chiang Rai,145644,4452,"Mobil Super All-In-One Protection 0W-20, 4x3.5L.",17808
17/11/2023,C,ERW_CFNC2023070001,Retails,Chiang Rai,143877,5432,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",5432
3/1/2023,C,ERW_CGAA2021010004,Retails,Phitsanulok,144373,13300,"Mobil Delvac MX 10W-30, 4X6+1L.",26600
3/8/2023,C,ERW_CGAA2021010004,Retails,Phitsanulok,142931,7952,"Mobil Delvac MX 15W-40, 4X6+1L.",15904
1/6/2023,C,ERW_CGAA2021010004,Retails,Phitsanulok,145497,6720,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",13440
1/6/2023,C,ERW_CGAA2021010004,Retails,Phitsanulok,144373,12656,"Mobil Delvac MX 10W-30, 4X6+1L.",25312
3/1/2023,C,ERW_CGAA2021010004,Retails,Phitsanulok,143160,10556,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",21112
24/4/2023,C,ERW_C08P2020090066,Retails,Phichit,143628,2296,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",2296
7/11/2023,C,ERW_C08P2020090066,Retails,Phichit,143628,2940,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",2940
25/6/2023,C,ERW_CM8N2021050007,Retails,Phichit,145497,12824,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",25648
9/11/2023,C,ERW_CM8N2021050008,Retails,Sukhothai,145472,12264,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",24528
7/2/2023,C,ERW_CQ932021100002,Retails,Phayao,142931,1344,"Mobil Delvac MX 15W-40, 4X6+1L.",2688
7/2/2023,C,ERW_CQ932021100002,Retails,Phayao,143628,5768,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",5768
6/1/2023,C,ERW_CRGG2021020002,Retails,Tak,143629,10920,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",21840
7/2/2023,C,ERW_CRGG2021020002,Retails,Tak,143629,7308,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",14616
14/8/2023,C,ERW_C08P2020090127,Reseller,Phrae,143877,252,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",252
31/8/2023,C,ERW_CXLT2023040001,Retails,Phitsanulok,145497,11564,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",23128
28/2/2023,C,ERW_CXLT2023040001,Retails,Phitsanulok,144373,5824,"Mobil Delvac MX 10W-30, 4X6+1L.",11648
2/5/2023,C,ERW_CXLT2023040001,Retails,Phitsanulok,144373,10612,"Mobil Delvac MX 10W-30, 4X6+1L.",21224
2/5/2023,C,ERW_C08P2020090127,Reseller,Phrae,145644,9492,"Mobil Super All-In-One Protection 0W-20, 4x3.5L.",37968
8/6/2023,B,ERW_B0FF2023010001,Retails,Nakhon Pathom,143877,8596,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8596
3/7/2023,B,ERW_BM2U2020110044,Retails,Samut Sakhon,143877,12152,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",12152
13/1/2023,B,ERW_BM2U2020110044,Retails,Samut Sakhon,143628,13440,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",13440
26/4/2023,B,ERW_BM2U2020110044,Retails,Samut Sakhon,143628,10836,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",10836
9/3/2023,B,ERW_BM2U2020110044,Retails,Samut Sakhon,143877,2548,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",2548
14/1/2023,B,ERW_BM2U2020110044,Retails,Samut Sakhon,143877,6524,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6524
4/11/2023,B,ERW_BM2U2020110044,Retails,Samut Sakhon,143877,10528,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10528
6/9/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145644,5628,"Mobil Super All-In-One Protection 0W-20, 4x3.5L.",22512
13/12/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145644,7840,"Mobil Super All-In-One Protection 0W-20, 4x3.5L.",31360
12/5/2023,B,ERW_B4IR2021010001,Retails,Kanchanaburi,143877,2408,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",2408
6/9/2023,B,ERW_B4IR2021010001,Retails,Kanchanaburi,145497,10528,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",21056
6/12/2023,B,ERW_B4IR2021010001,Retails,Kanchanaburi,145577,6776,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",13552
7/7/2023,B,ERW_B4IR2021010001,Retails,Kanchanaburi,145577,7028,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",14056
23/12/2023,B,ERW_B4IR2021010001,Retails,Kanchanaburi,145497,10444,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",20888
21/2/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,142931,4620,"Mobil Delvac MX 15W-40, 4X6+1L.",9240
27/3/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,143629,13244,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",26488
18/4/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,143629,6860,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",13720
3/5/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,143877,8848,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8848
27/5/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,143629,4732,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",9464
27/5/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,145474,1568,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",3136
10/10/2023,B,ERW_B5CM2020120006,Retails,Ratchaburi,145577,1484,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",2968
25/12/2023,B,ERW_B5CM2020120006,Retails,Ratchaburi,145577,8848,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",17696
29/5/2023,B,ERW_B5CM2020120008,Retails,Samut Sakhon,143110,4144,"Mobil Super 3000 0W-20, 4X3.5L.",16576
30/1/2023,B,ERW_BBH22023020002,Retails,Ratchaburi,143629,9576,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",19152
28/9/2023,B,ERW_BBH22023020002,Retails,Ratchaburi,145474,8596,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",17192
30/1/2023,B,ERW_BBH22023020002,Retails,Ratchaburi,143877,12712,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",12712
13/5/2023,B,ERW_BGN12023060001,Retails,Bangkok,143629,11396,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",22792
2/12/2023,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,145474,10640,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",21280
2/5/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,143110,9968,"Mobil Super 3000 0W-20, 4X3.5L.",39872
23/3/2023,B,ERW_BHGO2023040004,Retails,Nakhon Pathom,143629,10108,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",20216
23/3/2023,B,ERW_BHGO2023040004,Retails,Nakhon Pathom,143628,3696,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",3696
12/12/2023,B,ERW_BM2U2020110084,Retails,Nakhon Pathom,143877,2660,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",2660
28/2/2023,B,ERW_BM2U2020110053,Retails,Ratchaburi,143110,3640,"Mobil Super 3000 0W-20, 4X3.5L.",14560
31/3/2023,B,ERW_BL4R2022030004,Retails,Suphan Buri,143877,868,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",868
3/2/2023,B,ERW_BM2U2020110003,Retails,Nakhon Pathom,142931,728,"Mobil Delvac MX 15W-40, 4X6+1L.",1456
5/10/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,143877,6356,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6356
14/1/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,143628,12488,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",12488
11/8/2023,B,ERW_BM2U2020110016,Retails,Samut Sakhon,145577,5740,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",11480
25/7/2023,B,ERW_BM2U2020110016,Retails,Samut Sakhon,145577,12096,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",24192
9/12/2023,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,145644,6328,"Mobil Super All-In-One Protection 0W-20, 4x3.5L.",25312
21/3/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143110,4088,"Mobil Super 3000 0W-20, 4X3.5L.",16352
23/12/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,145644,11284,"Mobil Super All-In-One Protection 0W-20, 4x3.5L.",45136
31/5/2023,B,ERW_BM2U2020110033,Retails,Samut Sakhon,143877,12348,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",12348
7/11/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,143877,2968,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",2968
30/9/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,143877,9744,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9744
29/12/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,143877,4256,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",4256
11/12/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,143877,10696,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10696
28/12/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,143877,3136,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",3136
18/1/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143628,11396,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",11396
16/8/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143628,9576,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",9576
15/3/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143628,10612,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",10612
20/11/2023,B,ERW_BM2U2020110038,Retails,Nakhon Pathom,145577,8708,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",17416
13/5/2023,B,ERW_BM2U2020110038,Retails,Nakhon Pathom,145497,5824,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",11648
6/6/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,143877,1932,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",1932
14/1/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,143629,6580,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",13160
8/3/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,141539,7616,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",15232
8/3/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,143628,1596,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",1596
9/8/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,143877,6888,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6888
23/3/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,141539,8428,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",16856
16/5/2023,B,ERW_BM2U2020110043,Retails,Bangkok,143629,10724,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",21448
